indicator_basename,example_string,matched_files,count_files,rule_names,guids,has_rmm_guid
chrome,%userprofile%\appdata\local\google\chrome,asr_lua_22.bin;asr_lua_22.bin.txt,2,Block Adobe Reader from creating child processes,,no
ciscojabber.exe,%programfiles(x86)%\Cisco Systems\Cisco Jabber\CiscoJabber.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
citrix,%programfiles%\Citrix,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
client,%programfiles%\Microsoft Office\root\client,asr_lua_23.bin;asr_lua_23.bin.txt,2,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
compattelrunner.exe,%windir%\system32\CompatTelRunner.exe,asr_lua_21.bin;asr_lua_5.bin,2,Block credential stealing from the Windows local security authority subsystem (lsass.exe);Controlled folder access,,no
copitrak,%userprofile%\appdata\locallow\copitrak,asr_lua_22.bin;asr_lua_22.bin.txt,2,Block Adobe Reader from creating child processes,,no
crm.terminal.exe,%localappdata%\apps\2.0\*\*\*\CRM.Terminal.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
current,%programfiles(x86)%\Office Timeline\Current,asr_lua_23.bin;asr_lua_23.bin.txt,2,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
cwin64.exe,%programfiles(x86)%\CaseWare\cwin64.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
dealcloud.addin.webbrowserhost.exe,%localappdata%\apps\2.0\*\*\*\DealCloud.AddIn.WebBrowserHost.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
dismhost.exe,%windir%\Temp\*\DismHost.exe,asr_lua_19.bin;asr_lua_5.bin,2,Block Process Creations originating from PSExec & WMI commands;Controlled folder access,3216b490-71ee-4a94-b228-13b1c1582e3b,no
dnbrowserprocess.exe,%programfiles(x86)%\Staffbase\StaffbaseEmailClassic\WebBrowser\DNBrowserProcess.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
doaddinmonitor.exe,%programfiles(x86)%\DotOffice\Corporate Identity\doAddinMonitor.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
docscorp,%programfiles%\DocsCorp,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
docsexpert,%programfiles%\DocsExpert,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
docstofast.exe,%programfiles(x86)%\First American\DocsToFAST\DocsToFAST.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
dsregcmd.exe,%windir%\system32\dsregcmd.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
eikonboxnet.exe,%userprofile%\appdata\local\Thomson Reuters\Eikon\Y\Bin\EikonBoxNet.exe,asr_lua_23.bin;asr_lua_23.bin.txt,2,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
epic.excavator.exe,%localappdata%\apps\2.0\*\*\*\Epic.Excavator.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
excel.exe,%programfiles(x86)%\Microsoft Office\root\Office16\EXCEL.EXE,asr_lua_20.bin;asr_lua_23.bin,2,Block Office applications from injecting code into other processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
exoaagent.exe,%programfiles(x86)%\EMC SourceOne\Offline Access\ExOAAgent.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
expressviewer.exe,%commonprogramfiles%\Autodesk Shared\DWF Common\ExpressViewer.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
factset,%programfiles(x86)%\FactSet,asr_lua_23.bin;asr_lua_23.bin.txt,2,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
fds*.exe,%programfiles(x86)%\FactSet\FDS*.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
fdsbrowser_x64.exe,%programfiles(x86)%\FactSet\FDSBrowser_x64.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
fiddler2,%programfiles%\Fiddler2,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
filzip,%programfiles%\filzip,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
firefox,%programfiles%\Firefox,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
firefox nightly,%programfiles%\firefox nightly,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
flow.exe,%programfiles(x86)%\iGrafx\Pro\*\flow.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
framework,%windir%\microsoft.net\framework,asr_lua_23.bin;asr_lua_23.bin.txt,2,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
framework64,%windir%\microsoft.net\framework64,asr_lua_23.bin;asr_lua_23.bin.txt,2,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
fusionclient,%programfiles(x86)%\Unify\Fusion for MS Office\FusionClient,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
git,%programfiles%\Git,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
gnu,%programfiles%\GNU,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
gpg.exe,%programfiles(x86)%\gnupg\bin\gpg.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
gpg4win,%programfiles%\Gpg4win,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
gpsoftware,%programfiles%\GPSoftware,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
harmon.ie.browserhost.exe,%programfiles%\harmon.ie\harmon.ie for SharePoint\bin\harmon.ie.BrowserHost.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
hewlett packard enterprise,%programfiles%\Hewlett Packard Enterprise,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
hyland.canvas.financialclosemanagement.client.exe,%localappdata%\apps\2.0\*\*\*\Hyland.Canvas.FinancialCloseManagement.Client.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
ibm,%programfiles%\Common Files\IBM,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
idm computer solutions,%programfiles%\IDM Computer Solutions,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
iexplore.exe,%programfiles(x86)%\Citrix\System32\iexplore.exe,asr_lua_22.bin;asr_lua_22.bin.txt,2,Block Adobe Reader from creating child processes,,no
iken,%programfiles(x86)%\Iken,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
imeutil.exe,%programfiles(x86)%\SogouWBInput\*\ImeUtil.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
intellimagic,%programfiles%\IntelliMagic,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
interactive intelligence,%programfiles%\Interactive Intelligence,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
ipfx,%programfiles%\IPFX,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
irfanview,%programfiles%\irfanview,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
iwsessioncache.exe,%programfiles(x86)%\Litera\Metadact\Metadact for Outlook\DmsIntegrations\iwSessionCache.exe,asr_lua_23.bin;asr_lua_23.bin.txt,2,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
izarc,%programfiles%\IZArc,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
jedox,%programfiles(x86)%\Jedox,asr_lua_23.bin;asr_lua_23.bin.txt,2,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
jetfrontserver.exe,%programfiles(x86)%\JetReports\JetFrontServer.exe,asr_lua_23.bin;asr_lua_23.bin.txt,2,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
just great software,%programfiles%\Just Great Software,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
justsystems,%programfiles%\JustSystems,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
kapish,%programfiles%\Kapish,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
ksomisc.exe,%localappdata%\Kingsoft\WPS Office\*\office6\ksomisc.exe,asr_lua_23.bin;asr_lua_23.bin.txt,2,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
kvoop.exe,%programfiles%\Micro Focus\Content Manager\kvoop.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
laserform,%programfiles%\Laserform,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
launchwinapp.exe,%windir%\syswow64\launchwinapp.exe,asr_lua_22.bin;asr_lua_22.bin.txt,2,Block Adobe Reader from creating child processes,,no
lhaplus,%programfiles%\Lhaplus,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
libreoffice 5,%programfiles%\LibreOffice 5,asr_lua_23.bin;asr_lua_24.bin,2,Block Office communication application from creating child processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
liquidfileswindowsagent.exe,%programfiles(x86)%\LiquidFiles Windows Agent\LiquidFilesWindowsAgent.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
localcloudlauncher.exe,%localappdata%\apps\2.0\*\*\*\LocalCloudLauncher.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
lookeenfileparser.exe,%programfiles(x86)%\Axonic\Lookeen\LookeenFileParser.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
mathtype.exe,%programfiles(x86)%\MathType\MathType.exe,asr_lua_23.bin;asr_lua_23.bin.txt,2,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
matrix.toolbox.trayapp.exe,%localappdata%\apps\2.0\*\*\*\Matrix.Toolbox.TrayApp.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
microsoftedgewebview2setup.exe,%localappdata%\microsoft\olk\cache\microsoftedgewebview2setup.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
moodysbrowser.exe,%programfiles(x86)%\Moody's Analytics\Moody's Add-In for Excel\MoodysBrowser.exe,asr_lua_23.bin;asr_lua_23.bin.txt,2,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
msoffice-crypt.exe,%localappdata%\apps\2.0\*\*\*\msoffice-crypt.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
mssolvehelper databroker,%localappdata%\mssolvehelper databroker,asr_lua_23.bin;asr_lua_23.bin.txt,2,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
obunity.exe,%localappdata%\apps\2.0\*\*\*\obunity.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
office integration,%programfiles%\Hyland\Office Integration,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
officeclicktorun.exe,%programfiles%\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,asr_lua_20.bin;asr_lua_21.bin,2,Block Office applications from injecting code into other processes;Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
offlineclient.webhost.exe,%localappdata%\apps\2.0\*\*\*\OfflineClient.WebHost.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
onenote.exe,%programfiles(x86)%\Microsoft Office\root\Office16\ONENOTE.EXE,asr_lua_20.bin;asr_lua_23.bin,2,Block Office applications from injecting code into other processes;Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
otportal.exe,%localappdata%\apps\2.0\*\*\*\OTPortal.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
palisade,%programfiles(x86)%\Palisade,asr_lua_23.bin;asr_lua_23.bin.txt,2,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
partnerproposition.exe,%localappdata%\apps\2.0\*\*\*\PartnerProposition.exe,asr_lua_24.bin;asr_lua_24.bin.txt,2,Block Office communication application from creating child processes,,no
